gene_id,sample1,sample2,sample3,sample4,sample5,sample6
gene-LOC124903877|LOC124903877,0,0,0,0,0,0
gene-PNRC2|PNRC2,205,521,357,291,107,419
gene-SRSF10|SRSF10,510,980,719,216,150,5
gene-LOC105376863|LOC105376863,0,0,7,0,0,0
gene-LOC107984931|LOC107984931,0,0,2,0,0,0
gene-MYOM3|MYOM3,0,8,0,0,0,0
gene-MYOM3-AS1|MYOM3-AS1,0,0,0,0,0,0
gene-LOC105376864|LOC105376864,0,0,0,0,0,0
gene-LOC124903878|LOC124903878,4,0,0,0,0,0
gene-GRHL3-AS1|GRHL3-AS1,0,0,0,3,0,0
gene-GRHL3|GRHL3,0,0,0,0,0,0
gene-STPG1|STPG1,9,29,65,0,10,0
gene-NIPAL3|NIPAL3,529,199,187,138,214,0
gene-RCAN3|RCAN3,293,935,509,97,198,0
gene-NCMAP-DT|NCMAP-DT,0,0,0,0,0,0
gene-RCAN3AS|RCAN3AS,109,43,17,80,91,0
gene-NCMAP|NCMAP,0,47,38,0,9,0
gene-SRRM1|SRRM1,125,921,871,185,115,58
gene-LOC124904829|LOC124904829,0,3,0,0,0,0
gene-LOC105376876|LOC105376876,0,32,13,0,0,0
gene-RUNX3|RUNX3,56,633,825,26,32,34
gene-MIR6731|MIR6731,0,0,0,0,0,0
rna-NR_106789.1|MIR6731,0,0,0,0,0,0
gene-RUNX3-AS1|RUNX3-AS1,0,11,58,0,0,0
gene-CLIC4|CLIC4,6307,1163,1652,2127,1920,116
gene-IFITM3P7|IFITM3P7,0,0,2,0,0,0
gene-LOC124903880|LOC124903880,0,0,0,0,0,0
gene-SYF2|SYF2,242,782,414,282,91,397
gene-LOC124903881|LOC124903881,0,11,14,0,4,0
gene-RSRP1|RSRP1,1655,1580,1322,44,261,33
gene-LOC105376882|LOC105376882,0,0,0,0,0,0
gene-RHD|RHD,196,132,159,0,137,0
gene-LOC124904723|LOC124904723,0,0,0,0,0,0
gene-LOC124904823|LOC124904823,0,7,7,0,0,0
gene-RHCE|RHCE,51,41,46,22,20,0
gene-SDHDP6|SDHDP6,41,11,11,1,2,6
gene-TMEM50A|TMEM50A,10911,6058,3594,4531,3584,1920
gene-SDHDP7|SDHDP7,11,29,16,2,4,9
gene-MACO1|MACO1,67,56,61,34,18,0
gene-LDLRAP1|LDLRAP1,5248,2192,2021,6109,2497,1274
gene-SELENON|SELENON,201,69,140,121,230,69
gene-AUNIP|AUNIP,4,9,30,13,5,0
gene-PAQR7|PAQR7,56,54,21,39,11,0
gene-STMN1|STMN1,47,293,137,142,10,211
gene-RPL39P7|RPL39P7,0,2,0,0,0,0
gene-MIR3917|MIR3917,0,0,0,0,0,1
rna-NR_037481.1|MIR3917,0,0,1,0,0,1
gene-LOC105376885|LOC105376885,0,0,0,0,0,0
gene-MTFR1L|MTFR1L,4216,1498,1227,3438,1472,642
gene-LOC646471|LOC646471,150,36,22,126,31,0
gene-PAFAH2|PAFAH2,0,133,65,3,0,0
gene-PDIK1L|PDIK1L,47,84,36,5,11,0
gene-ZNF593OS|ZNF593OS,0,3,3,0,0,0
gene-ZNF593|ZNF593,7,70,56,2,0,0
gene-CATSPER4|CATSPER4,0,0,5,0,0,0
gene-LOC124903882|LOC124903882,0,0,0,0,0,0
gene-CEP85|CEP85,30,147,82,26,11,0
gene-LOC124904684|LOC124904684,0,0,0,0,2,0
gene-UBXN11|UBXN11,1227,878,762,601,168,1028
gene-CRYBG2|CRYBG2,0,7,12,0,0,0
gene-ZPLD2P|ZPLD2P,4,13,0,0,0,0
gene-SH3BGRL3|SH3BGRL3,92787,65667,32969,83752,56832,34353
gene-CD52|CD52,352,8155,4174,177,137,512
gene-ZNF683|ZNF683,7,269,30,0,0,0
gene-LIN28A|LIN28A,3,28,11,0,0,0
gene-DHDDS|DHDDS,12,49,45,0,4,0
gene-DHDDS-AS1|DHDDS-AS1,0,0,0,0,0,0
gene-DPPA2P2|DPPA2P2,0,1,0,1,0,0
gene-LOC124903884|LOC124903884,0,0,2,0,0,0
gene-RPS6KA1|RPS6KA1,48,356,286,31,27,8
gene-MIR1976|MIR1976,0,0,0,0,0,0
rna-NR_031740.1|MIR1976,0,0,0,0,0,0
gene-HMGN2|HMGN2,522,1408,641,352,130,324
gene-RN7SL679P|RN7SL679P,1,0,0,0,0,0
gene-ARID1A|ARID1A,397,802,502,250,164,158
gene-LOC124900417|LOC124900417,30,7,31,0,7,0
gene-LOC101928728|LOC101928728,7,0,11,0,4,0
gene-PIGV|PIGV,12,88,39,19,0,0
gene-ZDHHC18|ZDHHC18,5,152,92,0,0,95
gene-GPN2|GPN2,16,24,120,7,0,0
gene-GPATCH3|GPATCH3,0,39,9,0,0,0
gene-NUDC|NUDC,127,471,309,177,55,335
gene-NR0B2|NR0B2,0,0,0,0,0,0
gene-KDF1|KDF1,0,5,27,0,0,0
gene-RPL12P13|RPL12P13,4,0,0,0,0,0
gene-TENT5B|TENT5B,12,7,0,0,0,0
gene-LOC101928391|LOC101928391,2,12,19,0,0,0
gene-SLC9A1|SLC9A1,239,196,178,149,123,74
gene-WDTC1|WDTC1,36,29,33,9,41,11
gene-TMEM222|TMEM222,167,156,115,66,19,116
gene-RNU6-48P|RNU6-48P,0,0,0,0,0,0
gene-SYTL1|SYTL1,0,339,377,0,0,0
gene-MAP3K6|MAP3K6,3,45,30,7,0,0
gene-FCN3|FCN3,0,0,0,0,0,0
gene-CD164L2|CD164L2,0,0,0,0,0,0
gene-GPR3|GPR3,0,4,13,0,0,0
gene-ACTG1P20|ACTG1P20,7,20,14,7,1,2
gene-WASF2|WASF2,753,1194,1092,442,288,15
gene-LOC105376892|LOC105376892,11,13,13,4,0,0
gene-AHDC1|AHDC1,5,13,12,0,0,0
gene-FGR|FGR,110,2485,1970,53,68,203
gene-LOC729973|LOC729973,69,86,61,48,28,30
gene-IFI6|IFI6,27,251,165,65,30,231
gene-FAM76A|FAM76A,30,115,179,18,4,0
gene-STX12|STX12,29,281,138,9,16,74
gene-LOC124903885|LOC124903885,0,19,19,0,0,0
gene-PPP1R8|PPP1R8,42,61,131,10,9,0
gene-SCARNA1|SCARNA1,0,0,0,0,0,0
gene-THEMIS2|THEMIS2,103,1113,955,87,43,472
gene-RPA2|RPA2,59,490,293,105,105,0
gene-SMPDL3B|SMPDL3B,0,0,17,0,0,0
gene-XKR8|XKR8,7,128,288,8,3,0
gene-EYA3|EYA3,22,148,112,0,15,0
gene-PTAFR|PTAFR,525,1287,741,408,87,0
gene-RNU7-29P|RNU7-29P,1,3,3,0,0,0
gene-DNAJC8|DNAJC8,347,789,618,334,114,158
gene-ATP5IF1|ATP5IF1,331,375,269,168,90,60
gene-MED18|MED18,0,27,35,0,3,0
gene-PHACTR4|PHACTR4,59,228,127,41,23,8
gene-SNHG3|SNHG3,92,438,156,66,41,153
gene-RCC1|RCC1,22,47,32,9,6,2
gene-SNORA73A|SNORA73A,0,0,1,0,0,0
gene-SNORA73B|SNORA73B,0,0,0,2,0,0
gene-LOC124904836|LOC124904836,0,0,0,0,0,0
gene-PRDX3P2|PRDX3P2,0,22,6,0,0,0
gene-SNHG12|SNHG12,4,61,66,11,7,122
gene-SNORD99|SNORD99,0,5,2,0,0,0
gene-SNORA61|SNORA61,0,0,1,0,0,1
gene-SNORA44|SNORA44,0,3,1,0,0,0
gene-SNORA16A|SNORA16A,0,2,0,2,0,0
gene-TRNAU1AP|TRNAU1AP,68,156,78,68,17,94
gene-TAF12|TAF12,35,280,183,40,40,0
gene-TAF12-DT|TAF12-DT,0,4,0,0,0,0
gene-RNU11|RNU11,0,1,0,0,0,0
gene-GMEB1|GMEB1,54,226,87,6,15,0
gene-LOC124904809|LOC124904809,0,2,0,0,0,0
gene-YTHDF2|YTHDF2,392,768,569,464,195,0
gene-EPB41|EPB41,1206,731,645,1027,574,125
gene-LOC124903886|LOC124903886,0,0,0,0,0,0
gene-RPL27P4|RPL27P4,0,1,5,0,0,0
gene-TMEM200B|TMEM200B,0,10,0,0,0,0
gene-OPRD1|OPRD1,96,58,74,59,59,5
gene-SRSF4|SRSF4,343,927,623,288,140,234
gene-MECR|MECR,5,71,43,0,0,0
gene-LOC124903887|LOC124903887,0,6,4,0,0,0
gene-PTPRU|PTPRU,0,11,8,0,0,0
gene-LOC124903888|LOC124903888,0,0,0,0,0,0
gene-MATN1|MATN1,0,0,0,0,0,0
gene-MATN1-AS1|MATN1-AS1,0,11,17,0,0,0
gene-LAPTM5|LAPTM5,1192,4962,4324,922,892,1092
gene-MIR4420|MIR4420,0,0,0,0,0,0
rna-NR_039616.1|MIR4420,0,0,0,0,0,0
gene-LOC105378620|LOC105378620,14,161,90,3,3,6
gene-LOC105378621|LOC105378621,0,0,0,0,0,0
gene-LINC01778|LINC01778,0,0,0,0,0,0
gene-LOC400748|LOC400748,0,0,13,0,0,0
gene-SDC3|SDC3,5,5,16,0,0,0
gene-PUM1|PUM1,141,502,546,92,53,0
gene-SNORD103A|SNORD103A,0,1,3,0,0,0
gene-SNORD103B|SNORD103B,0,1,3,0,0,0
gene-SNORD103C|SNORD103C,0,0,0,0,0,0
gene-LOC107985097|LOC107985097,0,0,11,0,0,0
gene-LOC124904579|LOC124904579,0,7,0,0,0,0
gene-NKAIN1|NKAIN1,0,5,28,0,0,0
gene-LOC107984935|LOC107984935,24,7,0,6,9,0
gene-SNRNP40|SNRNP40,64,264,256,72,37,0
gene-ZCCHC17|ZCCHC17,2031,1862,1071,1946,1611,581
gene-FABP3|FABP3,7,19,21,8,2,0
gene-LOC124903892|LOC124903892,0,7,15,5,0,0
gene-SERINC2|SERINC2,0,11,0,0,0,0
gene-LOC124903900|LOC124903900,0,0,0,0,0,0
gene-LOC105379772|LOC105379772,0,0,0,0,0,0
gene-LOC105378625|LOC105378625,14,0,6,6,0,0
gene-HCRTR1|HCRTR1,0,26,46,0,10,0
gene-PEF1|PEF1,635,447,421,291,129,140
gene-PEF1-AS1|PEF1-AS1,0,5,2,0,0,0
gene-COL16A1|COL16A1,0,0,0,0,0,0
gene-LOC101929444|LOC101929444,0,0,0,0,0,0
gene-ADGRB2|ADGRB2,0,8,0,0,0,0
gene-MIR4254|MIR4254,0,0,0,0,0,0
rna-NR_036216.1|MIR4254,0,0,0,0,0,0
gene-LOC124903930|LOC124903930,0,0,0,0,0,0
gene-SPOCD1|SPOCD1,3172,799,687,911,463,335
gene-PTP4A2|PTP4A2,18437,8252,6929,16545,6421,3139
gene-LOC128031832|LOC128031832,1,1,1,1,1,1
gene-KHDRBS1|KHDRBS1,202,1032,936,207,76,0
gene-TMEM39B|TMEM39B,32,56,12,40,9,8
gene-MIR5585|MIR5585,0,0,0,0,0,0
rna-NR_049850.1|MIR5585,0,0,0,0,0,0
gene-KPNA6|KPNA6,212,378,506,181,101,6
gene-TXLNA|TXLNA,15,171,158,5,11,0
gene-CCDC28B|CCDC28B,106,206,279,137,56,0
gene-IQCC|IQCC,0,29,0,0,0,0
gene-DCDC2B|DCDC2B,0,4,0,0,0,0
gene-TMEM234|TMEM234,62,59,57,15,16,0
gene-EIF3I|EIF3I,137,611,363,110,64,96
gene-MTMR9LP|MTMR9LP,0,7,14,0,0,0
gene-FAM167B|FAM167B,0,0,0,0,0,0
gene-LCK|LCK,115,1543,855,80,14,152
gene-MARCKSL1|MARCKSL1,38,286,186,31,20,0
gene-LOC124903949|LOC124903949,0,0,11,0,0,0
gene-LOC105378629|LOC105378629,0,0,3,0,0,0
gene-LOC124903933|LOC124903933,0,63,60,9,0,0
gene-BSDC1|BSDC1,2366,850,810,1370,560,108
gene-HDAC1|HDAC1,226,766,629,318,116,0
gene-FAM229A|FAM229A,13,47,27,29,8,0
gene-TSSK3|TSSK3,6,0,16,9,4,0
gene-ZBTB8A|ZBTB8A,8,0,23,10,7,0
gene-LOC124903952|LOC124903952,0,0,0,0,0,0
gene-LOC102723870|LOC102723870,10,0,17,0,0,0
gene-ZBTB8OS|ZBTB8OS,142,206,135,109,69,55
gene-RBBP4|RBBP4,1065,1342,972,1027,432,414
gene-SYNC|SYNC,0,0,0,0,0,0
gene-NHSL3|NHSL3,0,25,9,0,0,0
gene-YARS1|YARS1,82,257,229,97,80,224
gene-S100PBP|S100PBP,16,228,99,18,12,0
gene-RNF19B|RNF19B,61,274,152,44,15,0
gene-LOC107984936|LOC107984936,0,22,3,0,0,2
gene-LOC100419257|LOC100419257,0,0,14,0,3,0
gene-RPL18AP4|RPL18AP4,5,7,9,2,6,0
gene-AK2|AK2,80,692,297,63,29,0
gene-AZIN2|AZIN2,0,40,34,22,0,0
gene-TRIM62|TRIM62,0,51,25,6,0,0
gene-ZNF362|ZNF362,28,110,157,10,14,0
gene-PHC2|PHC2,146,444,385,103,42,186
rna-NR_037400.1|MIR3605,0,2,0,0,0,0
gene-PHC2-AS1|PHC2-AS1,0,0,0,0,0,0
gene-A3GALT2|A3GALT2,2,0,0,0,0,0
gene-MIR3605|MIR3605,1,3,1,1,0,1
gene-CSMD2|CSMD2,13,47,60,5,0,0
gene-LOC124903976|LOC124903976,0,0,0,0,0,0
gene-HMGB4|HMGB4,0,0,2,0,0,0
gene-CSMD2-AS1|CSMD2-AS1,0,4,12,0,0,0
gene-LOC105378641|LOC105378641,0,13,16,0,0,0
gene-MIR552|MIR552,0,0,0,0,0,0
rna-NR_030278.1|MIR552,0,0,0,0,0,0
gene-LOC105378642|LOC105378642,107,61,60,46,13,32
gene-GJB5|GJB5,15,11,22,12,7,0
gene-GJB4|GJB4,0,0,3,0,0,0
gene-GJB3|GJB3,0,0,0,5,0,0
gene-GJA4|GJA4,17,21,6,26,20,0
gene-SMIM12|SMIM12,149,481,144,100,88,0
gene-DLGAP3|DLGAP3,6,0,16,4,7,0
gene-GPR199P|GPR199P,7,29,0,0,6,0
gene-TMEM35B|TMEM35B,50,554,213,53,54,0
gene-ZMYM6|ZMYM6,125,275,361,30,48,0
gene-ZMYM1|ZMYM1,6,150,130,9,20,67
gene-LOC105378644|LOC105378644,0,27,5,0,0,0
gene-SFPQ|SFPQ,207,1253,1000,204,96,97
gene-ZMYM4|ZMYM4,244,411,224,58,34,4
gene-LOC124900419|LOC124900419,0,0,8,0,2,0
gene-RPL5P4|RPL5P4,0,8,5,2,2,0
gene-ZMYM4-AS1|ZMYM4-AS1,0,6,0,0,0,0
gene-EFCAB14P1|EFCAB14P1,2,2,0,0,0,0
gene-KIAA0319L|KIAA0319L,103,259,245,53,27,191
gene-NCDN|NCDN,0,34,33,10,0,0
gene-PSMB2|PSMB2,110,562,230,81,35,87
gene-C1orf216|C1orf216,32,116,73,7,0,0
gene-CLSPN|CLSPN,22,86,121,7,12,0
gene-AGO4|AGO4,34,369,471,50,0,0
gene-AGO1|AGO1,793,364,383,514,370,291
gene-AGO3|AGO3,53,359,405,35,20,0
gene-LOC105378647|LOC105378647,0,0,0,2,0,0
gene-TEKT2|TEKT2,0,0,2,0,0,0
gene-ADPRS|ADPRS,0,114,142,10,12,0
gene-COL8A2|COL8A2,0,5,10,0,0,0
gene-TRAPPC3|TRAPPC3,175,308,203,134,30,78
gene-MAP7D1|MAP7D1,67,193,218,65,31,62
gene-THRAP3|THRAP3,240,915,557,187,114,0
gene-SH3D21|SH3D21,25,8,4,21,0,0
gene-EVA1B|EVA1B,444,231,195,389,81,395
gene-STK40|STK40,5605,937,1408,3804,1735,521
gene-LOC124904012|LOC124904012,34,5,7,7,0,0
gene-LSM10|LSM10,96,525,197,66,40,53
gene-LOC124904013|LOC124904013,0,6,0,0,0,0
gene-OSCP1|OSCP1,7,8,14,0,0,0
gene-SNORA63C|SNORA63C,0,4,4,3,0,0
gene-LOC107984940|LOC107984940,0,0,0,0,0,0
gene-CSF3R|CSF3R,43,1555,698,9,12,379
gene-GRIK3|GRIK3,10,25,100,0,5,0
gene-ZC3H12A|ZC3H12A,0,63,13,2,9,0
gene-MIR6732|MIR6732,0,0,0,0,0,0
rna-NR_106790.1|MIR6732,0,0,0,0,0,0
gene-MEAF6|MEAF6,264,801,451,133,79,184
gene-MIR5581|MIR5581,0,0,0,0,0,0
rna-NR_049844.1|MIR5581,0,0,0,0,0,0
gene-LITATS1|LITATS1,135,236,120,68,84,0
gene-LOC105378649|LOC105378649,0,4,0,0,0,0
gene-SNIP1|SNIP1,0,97,20,9,0,0
gene-DNALI1|DNALI1,0,0,0,0,5,0
gene-GNL2|GNL2,11,656,188,29,31,0
gene-FTH1P1|FTH1P1,10,18,3,9,5,3
gene-AIRIM|AIRIM,15,56,125,0,7,0
gene-CDCA8|CDCA8,0,5,73,0,0,0
gene-EPHA10|EPHA10,2,8,25,0,0,0
gene-LOC124904835|LOC124904835,0,1,0,0,0,0
gene-C1orf122|C1orf122,51,142,115,33,27,0
gene-YRDC|YRDC,16,75,55,0,3,171
gene-MTF1|MTF1,20,359,147,8,9,20
gene-INPP5B|INPP5B,175,313,129,114,88,0
gene-LOC124904043|LOC124904043,0,34,69,5,0,0
gene-LOC105378651|LOC105378651,0,0,11,0,0,0
gene-SF3A3|SF3A3,90,501,353,29,8,50
gene-RNU6-510P|RNU6-510P,0,1,1,0,0,0
gene-FHL3|FHL3,1067,160,167,50,275,301
gene-UTP11|UTP11,66,119,223,12,19,0
gene-LOC105378660|LOC105378660,0,0,0,0,0,0
gene-HSPA5P1|HSPA5P1,1,3,37,2,0,1
gene-RRAGC|RRAGC,77,207,138,90,42,0
gene-MYCBP|MYCBP,925,382,428,385,0,0
gene-GJA9-MYCBP|GJA9-MYCBP,0,0,7,0,206,29
gene-RRAGC-DT|RRAGC-DT,9,6,0,0,0,0
gene-GJA9|GJA9,0,0,0,0,0,0
gene-RHBDL2|RHBDL2,0,0,7,0,0,0
gene-LOC105378662|LOC105378662,0,14,2,0,0,0
gene-AKIRIN1|AKIRIN1,1330,1404,1255,1387,683,756
gene-NDUFS5|NDUFS5,691,1227,703,627,418,409
gene-HSPE1P8|HSPE1P8,0,0,0,0,0,0
gene-LOC124904101|LOC124904101,0,8,0,0,0,0
gene-MACF1|MACF1,721,1330,1172,407,264,121
gene-BMP8A|BMP8A,10,12,15,0,2,0
gene-OXCT2P1|OXCT2P1,0,0,8,0,0,0
gene-PPIEL|PPIEL,0,45,44,5,0,14
gene-PABPC4|PABPC4,15,533,351,21,29,58
gene-PABPC4-AS1|PABPC4-AS1,0,0,2,0,0,0
gene-SNORA55|SNORA55,0,0,0,0,0,0
gene-NT5C1A|NT5C1A,0,14,13,5,5,0
gene-HPCAL4|HPCAL4,0,40,77,0,3,3
gene-LOC100128091|LOC100128091,0,6,13,0,2,0
gene-PPIE|PPIE,551,386,392,426,113,208
gene-BMP8B|BMP8B,75,36,37,42,25,0
gene-OXCT2|OXCT2,0,0,14,0,0,0
gene-BMP8B-AS1|BMP8B-AS1,0,4,0,0,0,0
gene-LOC130932201|LOC130932201,18,10,0,0,6,0
gene-LINC02811|LINC02811,0,0,1,0,0,0
gene-TRIT1|TRIT1,42,59,41,5,7,0
gene-MYCL-AS1|MYCL-AS1,0,0,0,0,0,0
gene-MYCL|MYCL,19,87,80,36,0,0
gene-MFSD2A|MFSD2A,5,8,41,0,1,0
gene-RPS2P12|RPS2P12,1,1,1,1,0,1
gene-LOC105378669|LOC105378669,0,14,5,0,4,0
gene-CAP1|CAP1,12373,4566,5368,6798,7264,2378
gene-PPT1|PPT1,70,3490,2733,95,69,0
gene-LOC105378671|LOC105378671,0,10,0,0,0,0
gene-OAZ1P1|OAZ1P1,0,21,14,1,0,0
gene-RLF|RLF,13,180,108,22,6,18
gene-TMCO2|TMCO2,6,0,0,0,0,0
gene-ZMPSTE24|ZMPSTE24,254,432,328,238,133,0
gene-COL9A2|COL9A2,10,32,21,0,0,0
gene-SMAP2|SMAP2,433,2574,1332,222,107,249
gene-ZFP69B|ZFP69B,0,0,0,0,0,0
gene-ZFP69|ZFP69,0,55,0,0,0,0
gene-EXO5-DT|EXO5-DT,0,33,30,0,5,0
gene-EXO5|EXO5,3,49,60,5,13,0
gene-LOC124904149|LOC124904149,0,4,7,0,0,0
gene-ZNF684|ZNF684,0,62,17,0,0,0
gene-LOC105378673|LOC105378673,0,13,17,0,0,0
gene-LOC100328982|LOC100328982,2,9,3,6,0,0
gene-RIMS3|RIMS3,27,31,22,13,13,0
gene-LOC105378675|LOC105378675,0,5,5,0,0,0
gene-NFYC|NFYC,111,607,401,144,51,5
gene-MIR30E|MIR30E,0,0,0,0,0,0
rna-NR_029846.1|MIR30E,0,0,0,0,0,0
gene-MIR30C1|MIR30C1,0,0,0,0,0,0
rna-NR_029833.1|MIR30C1,0,0,0,0,0,0
gene-NFYC-AS1|NFYC-AS1,2,17,27,0,0,2
gene-KCNQ4|KCNQ4,23,40,0,8,53,0
gene-LOC105378676|LOC105378676,0,10,0,2,0,0
gene-CITED4|CITED4,7,181,122,0,6,0
gene-CTPS1|CTPS1,4,90,55,18,5,0
gene-SLFNL1-AS1|SLFNL1-AS1,0,20,7,0,0,0
gene-SLFNL1|SLFNL1,0,0,14,0,0,0
gene-SCMH1|SCMH1,0,20,98,8,0,9
gene-RPL23AP17|RPL23AP17,0,0,0,0,0,0
gene-LOC124904158|LOC124904158,5,25,4,3,0,0
gene-HIVEP3|HIVEP3,14,122,86,23,14,3
gene-LOC128125817|LOC128125817,0,0,0,0,0,0
gene-LOC124904160|LOC124904160,0,2,0,0,0,0
gene-LOC124904161|LOC124904161,0,2,0,0,0,0
gene-FOXJ3|FOXJ3,78,365,246,30,22,0
gene-RIMKLA|RIMKLA,126,59,14,45,17,0
gene-PPCS|PPCS,332,559,562,282,210,102
gene-CCDC30|CCDC30,128,80,58,90,31,0
gene-RNU6-536P|RNU6-536P,0,0,0,0,0,0
gene-LOC124904162|LOC124904162,0,4,0,0,0,0
gene-PPIH|PPIH,0,180,56,0,7,0
gene-YBX1|YBX1,798,1266,1006,382,628,211
gene-RPS15AP8|RPS15AP8,2,5,7,0,0,2
gene-ZMYND12|ZMYND12,469,128,187,320,188,6
gene-TMSB4XP1|TMSB4XP1,9169,7048,4254,4564,4418,1313
gene-CLDN19|CLDN19,0,17,0,3,0,3
gene-P3H1|P3H1,57,73,151,19,15,0
gene-TMEM269-DT|TMEM269-DT,0,10,0,0,0,0
gene-LOC107984946|LOC107984946,8,12,0,0,0,0
gene-ERMAP|ERMAP,250,169,173,62,63,3
gene-LOC124904163|LOC124904163,0,53,27,3,6,0
gene-ZNF691-DT|ZNF691-DT,0,0,0,0,0,0
gene-C1orf50|C1orf50,73,89,105,53,33,0
gene-TMEM269|TMEM269,14,34,65,0,0,0
gene-SVBP|SVBP,506,420,308,155,319,267
gene-ZNF691|ZNF691,20,78,66,0,5,0
gene-ATP6V1E1P1|ATP6V1E1P1,18,11,3,11,4,5
gene-CFAP144|CFAP144,3,0,0,0,0,0
gene-EBNA1BP2|EBNA1BP2,11,193,73,6,5,0
gene-MIR6733|MIR6733,0,0,0,0,0,0
rna-NR_106791.1|MIR6733,0,0,0,0,0,0
gene-CFAP57|CFAP57,0,17,15,0,0,77
gene-LOC105378685|LOC105378685,0,31,37,0,0,0
gene-LOC124904164|LOC124904164,0,0,0,0,0,0
gene-TMEM125|TMEM125,0,0,0,0,0,0
gene-C1orf210|C1orf210,0,0,0,0,0,0
gene-TIE1|TIE1,0,0,0,0,0,0
gene-CDC20-DT|CDC20-DT,24,0,7,3,7,0
gene-ELOVL1|ELOVL1,62,253,180,55,32,3
gene-MIR6734|MIR6734,0,0,0,0,0,1
rna-NR_106792.1|MIR6734,0,0,0,0,0,1
gene-LOC112268225|LOC112268225,11,72,65,0,7,0
gene-MED8|MED8,85,196,90,91,33,0
gene-MED8-AS1|MED8-AS1,0,0,5,0,0,0
gene-SZT2|SZT2,12,73,63,10,5,220
gene-SZT2-AS1|SZT2-AS1,0,0,0,0,0,0
gene-MIR6735|MIR6735,0,0,0,0,0,0
rna-NR_106793.1|MIR6735,0,0,0,0,0,0
gene-HYI|HYI,149,149,59,107,85,122
gene-HYI-AS1|HYI-AS1,0,0,0,0,0,0
gene-MPL|MPL,2280,1081,886,774,895,605
gene-CDC20|CDC20,10,0,0,0,0,0
gene-PTPRF|PTPRF,236,68,42,112,130,0
gene-LOC124904165|LOC124904165,0,0,19,8,0,0
gene-ST3GAL3|ST3GAL3,2191,697,860,778,640,78
gene-ST3GAL3-AS1|ST3GAL3-AS1,0,3,2,0,2,0
gene-LOC124904721|LOC124904721,0,0,0,0,0,0
gene-MIR6079|MIR6079,0,0,0,0,0,0
rna-NR_106727.1|MIR6079,0,0,0,0,0,0
gene-KDM4A|KDM4A,47,113,39,16,6,0
gene-KDM4A-AS1|KDM4A-AS1,17,38,45,31,0,96
gene-LOC124904166|LOC124904166,33,29,27,37,11,25
gene-LINC02918|LINC02918,5,13,0,0,0,0
gene-LOC101929609|LOC101929609,0,3,0,0,0,0
gene-IPO13|IPO13,26,41,23,0,0,0
gene-DPH2|DPH2,27,37,33,0,0,0
gene-LOC124904167|LOC124904167,0,0,0,0,0,0
gene-ATP6V0B|ATP6V0B,261,1127,677,148,95,126
gene-B4GALT2|B4GALT2,12,0,0,3,0,0
gene-KLF17|KLF17,0,13,24,0,0,0
gene-KRT8P47|KRT8P47,0,0,0,0,0,0
gene-LOC100129492|LOC100129492,0,2,0,0,0,0
gene-LOC124904169|LOC124904169,4,1,11,0,0,0
gene-KLF18|KLF18,4,11,0,0,0,0
gene-ERI3|ERI3,2,111,52,2,11,110
gene-ERI3-IT1|ERI3-IT1,0,0,0,0,0,0
gene-SNORA110|SNORA110,0,0,0,0,0,0
gene-RNF220|RNF220,18,182,195,23,17,36
gene-MIR5584|MIR5584,0,0,0,0,0,0
rna-NR_049849.1|MIR5584,0,0,0,0,0,0
gene-LOC107984950|LOC107984950,11,0,0,0,8,0
gene-ARMH1|ARMH1,3,119,115,0,8,108
gene-LOC105378690|LOC105378690,0,6,28,2,0,71
gene-RNU5F-1|RNU5F-1,1,1,2,0,0,0
gene-KIF2C|KIF2C,0,16,24,5,0,0
gene-SNORD160|SNORD160,0,0,0,0,0,0
gene-SNORD55|SNORD55,0,2,2,0,0,0
gene-SNORD46|SNORD46,0,0,0,0,0,0
gene-SNORD38A|SNORD38A,0,0,2,0,0,0
gene-SNORD38B|SNORD38B,0,2,3,0,0,0
gene-RPS8|RPS8,299,4530,2703,139,120,448
gene-PLK3|PLK3,0,130,22,7,8,36
gene-DYNLT4|DYNLT4,0,0,0,0,0,0
gene-BTBD19|BTBD19,7,33,21,5,3,0
gene-HECTD3|HECTD3,19,136,300,29,0,0
gene-UROD|UROD,349,354,324,38,49,80
gene-ZSWIM5|ZSWIM5,0,32,23,8,0,0
gene-LOC105378691|LOC105378691,3,3,0,0,0,0
gene-MUTYH|MUTYH,11,65,30,0,0,0
gene-TOE1|TOE1,6,35,0,0,9,0
gene-LOC124904849|LOC124904849,0,0,0,0,0,0
gene-TESK2|TESK2,15,48,25,17,15,3
gene-CCDC163|CCDC163,0,54,0,0,0,0
gene-MMACHC|MMACHC,0,15,19,5,6,0
gene-PRDX1|PRDX1,64,776,433,64,32,0
gene-AKR1A1|AKR1A1,26,474,232,20,16,81
gene-NASP|NASP,112,410,278,32,21,0
gene-GPBP1L1|GPBP1L1,663,423,493,344,256,14
gene-RPS15AP10|RPS15AP10,0,36,1,0,2,0
gene-RPL7AP16|RPL7AP16,0,0,8,0,0,0
gene-IPP|IPP,11,54,0,8,13,0
gene-TMEM69|TMEM69,26,131,75,40,10,38
gene-MAST2|MAST2,0,42,64,0,0,0
gene-TMA16P2|TMA16P2,0,3,0,5,0,0
gene-LOC105378694|LOC105378694,0,0,10,3,0,0
gene-PIK3R3|PIK3R3,47,25,78,0,7,0
gene-P3R3URF-PIK3R3|P3R3URF-PIK3R3,0,6,9,0,0,0
